Country,Political province/region,County,Mining area,Mining site,Add. information on mine,Latitude,Longitude,Location precision,Tectonic/geolog. super unit,Tectonic/geolog. unit,Tectonic/geolog. subunit,Deposit type,Metals,Minerals,Sample number,Geol. period,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/207Pb,208Pb/207Pb,204Pb/206Pb,207Pb/206Pb,208Pb/206Pb,Model_Age_SK75,mu_SK75,kappa_SK75,Model_Age_CR75,mu_CR75,kappa_CR75,Model_Age_AJ84,mu_AJ84,kappa_AJ84,Model_Age_ADB12,mu_ADB12,kappa_ADB12,Instrument used,year,doi,Reference,Note
Iran [ایران],Markazi Province [استان مرکزی],Delijan County [شهرستان دلیجان],Arak-Kashan,Shamsabad,,33.7781,50.8354,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan Zone,Malayer-Esfahan metallogenic province,Mississippi-Valley-Type (?),Ag; Pb,galena,PERS 1,,18.409426,15.635125,38.519882,1.17744024490757,2.463676,0.05432,0.8493,2.0924,231.582,9.824,3.919,242.739,10.613,3.852,266.441,9.748,3.949,250.283,9.704,3.953,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Hamadan Province [استان همدان],Malayer County [شهرستان ملایر],Arak-Kashan,Ahangaran,,34.332,48.7539,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan Zone,Malayer-Esfahan metallogenic province,Mississippi-Valley-Type (?),Pb; Ag,galena,PERS 4,,18.409426,15.651694,38.549337,1.1761938367443,2.46295,0.05432,0.8502,2.094,265.433,9.898,3.941,242.195,10.613,3.852,297.829,9.814,3.971,270.031,9.737,3.969,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Talmessi,,33.39139,53.46417,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran,,Polymetallic Vein-type,Cu,native Cu,52-21-47A,,18.520136,17.496361,38.685104,2.77315585135885,2.211037,0.02061,0.3606,0.7973,2360.679,22.124,4.377,121.992,10.678,3.846,2301.065,20.123,4.388,1757.605,13.807,4.268,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",206 erroneous
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Nakhlak,,33.55806,53.84194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,"Mississippi-Valley-Type, Vein-type",Pb; Ag,galena,NAK 1,Mesozoic,18.504811,15.629164,38.632494,1.1839924224485,2.471821,0.05404,0.8446,2.0877,147.525,9.776,3.912,187.111,10.643,3.849,183.661,9.704,3.943,175.362,9.682,3.948,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Nakhlak,,33.55806,53.84194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,"Mississippi-Valley-Type, Vein-type",Pb; Ag,galena,NAK 10,Mesozoic,18.532246,15.657895,38.684211,1.18357202035744,2.470588,0.05396,0.8449,2.0874,186.902,9.895,3.932,170.094,10.652,3.848,218.765,9.811,3.962,190.786,9.736,3.962,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Nakhlak,,33.55806,53.84194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Mississippi-Valley-Type,Pb; Ag,galena,NAK 2,Mesozoic,18.504811,15.629164,38.61399,1.1839924224485,2.470637,0.05404,0.8446,2.0867,147.525,9.776,3.902,187.111,10.643,3.849,183.661,9.704,3.933,175.362,9.682,3.94,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Nakhlak,,33.55806,53.84194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Mississippi-Valley-Type,Pb; Ag,galena,NAK 5,Mesozoic,18.504811,15.636566,38.626943,1.18343195266272,2.470296,0.05404,0.845,2.0874,163.074,9.808,3.912,186.877,10.643,3.849,198.067,9.733,3.943,184.383,9.697,3.947,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Nakhlak,,33.55806,53.84194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Mississippi-Valley-Type,Pb; Ag,galena,NAK 9,Mesozoic,18.504811,15.636566,38.663953,1.18343195266272,2.472663,0.05404,0.845,2.0894,163.074,9.808,3.932,186.877,10.643,3.849,198.067,9.733,3.962,184.383,9.697,3.964,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Talmessi,,33.39139,53.46417,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Polymetallic Vein-type,Cu,native Cu,Pe 1e,,30.1295570955107,16.4115697499247,38.6230792407352,1.83587295759133,2.35340554433633,0.03319,0.5447,1.2819,-9409.552,12.299,1.049,,,,-10183.333,11.983,1.046,,,,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",erroneous
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Talmessi,,33.39139,53.46417,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Polymetallic Vein-type,Cu,native Cu,Pe 3,,22.522523,15.772523,38.621622,1.42795944595173,2.448665,0.0444,0.7003,1.7148,-2880.845,10.012,2.212,-2538.454,12.107,3.727,-2880.927,9.91,2.244,,,,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",206 erroneous
Iran [ایران],Isfahan Province [استان اصفهان],Kashan County [شهرستان کاشان],Karkas Mountains,Tappeh Sialk,,33.96889,51.40472,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,,Cu,native Cu,52-21-48,,25.654182,15.974859,38.676244,1.60590974787217,2.42107,0.03898,0.6227,1.5076,-5540.934,10.727,1.575,-5435.162,13.663,3.626,-5691.44,10.558,1.593,,,,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",206 erroneous
Iran [ایران],South Khorasan Province [استان خراسان جنوبی],Khusf County [شهرستان خوسف],Lut Block,Qaleh Zari Birjand,,31.83333,59,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Lut Block,,IOCG (?),Cu,atacamite,E 128/4286,,18.705574,15.617284,38.907594,1.19774823332136,2.491316,0.05346,0.8349,2.08,-30.98,9.683,3.917,68.816,10.707,3.843,7.857,9.619,3.948,16.057,9.639,3.954,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],South Khorasan Province [استان خراسان جنوبی],Khusf County [شهرستان خوسف],Lut Block,Qaleh Zari Birjand,,31.83333,59,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Lut Block,,IOCG (?),Cu,malachite; atacamite,E 130/4661,,18.709074,15.616464,38.894294,1.19803522223553,2.490595,0.05345,0.8347,2.0789,-35.489,9.679,3.908,66.757,10.708,3.843,3.498,9.616,3.939,12.468,9.637,3.946,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Shaida,,,33.47028,53.43611,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),,,,Cu,Cu ore,227,,18.42639,15.620048,38.48904,1.17966261649168,2.464079,0.05427,0.8477,2.0888,187.539,9.754,3.885,233.33,10.618,3.851,224.777,9.685,3.917,220.12,9.673,3.927,,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Shaida,,,33.47028,53.43611,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),,,,Cu,Cu ore,228/230D,,18.53568,15.651529,38.75255,1.18427285646613,2.475959,0.05395,0.8444,2.0907,171.16,9.866,3.963,168.274,10.653,3.848,203.985,9.785,3.993,180.635,9.723,3.988,,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Shaida,,,33.47028,53.43611,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),,,,Cu,Cu ore,228/230G,,18.5701,15.637883,38.72609,1.18750742192139,2.476428,0.05385,0.8421,2.0854,116.724,9.799,3.921,148.432,10.664,3.847,151.745,9.724,3.952,139.448,9.692,3.955,,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Markazi Province [استان مرکزی],Delijan County [شهرستان دلیجان],Sharifabad,Sharifabad Kashan,,33.7781,50.8354,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),,,,Cu,native Cu; chalcopyrite; atacamite,E 105/4278-C,,18.649758,15.626632,38.696382,1.19345984007638,2.47631,0.05362,0.8379,2.0749,32.239,9.734,3.849,101.687,10.689,3.845,69.331,9.665,3.88,68.283,9.663,3.896,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],East Azerbaijan Province [استان آذربایجان شرقی],Ahar County [شهرستان اهر],Tabriz,Juband,,38.5975,46.9732,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),,,,Pb; Ag,galena,PERS 5,,18.775817,15.597071,38.78896,1.20380402070543,2.486939,0.05326,0.8307,2.0659,-130.942,9.585,3.804,27.496,10.729,3.841,-88.354,9.531,3.836,,,,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Zanjan Province [استان زنجان],Mahneshan County [شهرستان ماه نشان],Tabriz,Baycheh Bagh,,36.8704,47.3147,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Alborz-Azarbaijan,,Polymetallic hydrothermal,Pb; Ag,galena,PERS 6,,18.850141,15.673893,38.863336,1.20264582080577,2.479495,0.05305,0.8315,2.0617,-16.934,9.896,3.824,-19.15,10.754,3.839,13.302,9.81,3.854,,,,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Sistan and Baluchestan Province [استان سیستان و بلوچستان],Zahedan County [شهرستان زاهدان],Zahedan,Chehelkureh,,30.2328,60.118,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Eastern Iran zone,,Porphyry Copper deposit,Cu,atacamite; native Cu?,E 127/4111,Eocene-Oligocene,18.705574,15.701459,39.09465,1.19132713843221,2.489874,0.05346,0.8394,2.09,148.454,10.045,4.046,66.377,10.708,3.843,174.372,9.944,4.073,121.054,9.803,4.053,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Sistan and Baluchestan Province [استان سیستان و بلوچستان],Zahedan County [شهرستان زاهدان],Zahedan,Chehelkureh,,30.2328,60.118,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Eastern Iran zone,,Porphyry Copper deposit,Cu,atacamite; native Cu?,E 128/4112,Eocene-Oligocene,18.66368,15.656962,38.952968,1.19203719156038,2.487901,0.05358,0.8389,2.0871,86.788,9.861,3.984,92.537,10.694,3.844,119.168,9.78,4.013,96.109,9.72,4.005,TIMS,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Natanz County [شهرستان نطنز],,,,33.58,52,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),,,,Cu,Cu ore,239,,18.82176,15.623941,39.00057,1.20467413564631,2.496205,0.05313,0.8301,2.0721,-105.556,9.69,3.891,-0.761,10.744,3.839,-67.374,9.625,3.922,,,,,2009,10.2143/IA.44.0.2034374,"Begemann, F., and Schmitt-Strecker, S., 2009, Über das frühe Kupfer Mesopotamiens, Iranica Antiqua, 44, 1–45.",
Iran [ایران],Isfahan Province [استان اصفهان],Kashan County [شهرستان کاشان],Karkas Mountains,Veshnaveh,,34.23222,51.02194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Manto type,Cu,,VES-1,,18.841,15.685133,38.840722,1.2012012012012,2.476276,0.053076,0.8325,2.0615,14.06,9.946,3.823,-13.974,10.751,3.839,42.572,9.855,3.853,,,,ICP-MS,2000,,"Chegini, N., Momenzadeh, M., Parzinger, H., Pernicka, E., Stoellner, T., Vatandoust, R., Weisgerber, G., Boroffka, N., Chaichi, A., Hasanalian, D., Hezarkhani, Z., Eskandari, M., and Nezafati, N., 2000, Preliminary report on archaeometallurgical investigations around the prehistoric site of Arisman near Kashan, western Central Iran, Archaologische Mitteilungen aus Iran und Turan, 32, 281–318.",
Iran [ایران],Markazi Province [استان مرکزی],Shazand County [شهرستان شازند],Zagros Mountains,Emarat,,33.852455,49.61237,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,Malayer-Esfahan metallogenic province,Mississippi-Valley-Type,Pb; Zn; Ag,galena; sphalerite,GEF-1,Early Cretaceous,18.62,15.64,39.14,1.19053713463904,2.502558,0.053706,0.839957,2.102041,83.589,9.797,4.104,118.906,10.68,3.846,118.453,9.723,4.132,106.355,9.692,4.106,ICP-MS,2010,10.1016/j.jseaes.2009.08.007,"Ehya, F., Lotfi, M., and Rasa, I., 2010, Emarat carbonate-hosted Zn–Pb deposit, Markazi Province, Iran: A geological, mineralogical and isotopic (S, Pb) study, Journal of Asian Earth Sciences, 37(2), 186–94.",
Iran [ایران],Markazi Province [استان مرکزی],Shazand County [شهرستان شازند],Zagros Mountains,Emarat,,33.852455,49.61237,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,Malayer-Esfahan metallogenic province,Mississippi-Valley-Type,Pb; Ag,,GEF-2,Cretaceous,18.57,15.77,39.22,1.17755255122648,2.487001,0.05385,0.849219,2.112009,380.668,10.383,4.231,144.445,10.666,3.847,397.455,10.247,4.255,296.914,9.953,4.199,ICP-MS,2010,10.1016/j.jseaes.2009.08.007,"Ehya, F., Lotfi, M., and Rasa, I., 2010, Emarat carbonate-hosted Zn–Pb deposit, Markazi Province, Iran: A geological, mineralogical and isotopic (S, Pb) study, Journal of Asian Earth Sciences, 37(2), 186–94.",
Iran [ایران],Markazi Province [استان مرکزی],Shazand County [شهرستان شازند],Zagros Mountains,Emarat,,33.852455,49.61237,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,Malayer-Esfahan metallogenic province,Mississippi-Valley-Type,Pb; Zn,galena; sphalerite,GEF-2,Early Cretaceous,18.75,15.77,39.22,1.18896592066982,2.487001,0.053333,0.841067,2.091733,253.342,10.335,4.107,38.01,10.723,3.841,270.095,10.204,4.131,,,,ICP-MS,2010,10.1016/j.jseaes.2009.08.007,"Ehya, F., Lotfi, M., and Rasa, I., 2010, Emarat carbonate-hosted Zn–Pb deposit, Markazi Province, Iran: A geological, mineralogical and isotopic (S, Pb) study, Journal of Asian Earth Sciences, 37(2), 186–94.",
Iran [ایران],Markazi Province [استان مرکزی],Shazand County [شهرستان شازند],Zagros Mountains,Emarat,,33.852455,49.61237,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,Malayer-Esfahan metallogenic province,Mississippi-Valley-Type,Pb; Zn; Ag,galena; sphalerite,GEF-3,Early Cretaceous,18.58,15.68,39.21,1.18494924862368,2.500638,0.053821,0.843918,2.110334,196.918,9.98,4.184,141.307,10.668,3.847,225.673,9.887,4.21,183.737,9.774,4.169,ICP-MS,2010,10.1016/j.jseaes.2009.08.007,"Ehya, F., Lotfi, M., and Rasa, I., 2010, Emarat carbonate-hosted Zn–Pb deposit, Markazi Province, Iran: A geological, mineralogical and isotopic (S, Pb) study, Journal of Asian Earth Sciences, 37(2), 186–94.",
Iran [ایران],Markazi Province [استان مرکزی],Shazand County [شهرستان شازند],Zagros Mountains,Emarat,,33.852455,49.61237,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,Malayer-Esfahan metallogenic province,Mississippi-Valley-Type,Pb; Zn; Ag,galena; sphalerite,GEF-4,Early Cretaceous,18.56,15.65,39.98,1.18594278300449,2.554633,0.053879,0.843211,2.154095,149.798,9.854,4.59,154.01,10.661,3.847,182.929,9.774,4.611,161.495,9.717,4.508,ICP-MS,2010,10.1016/j.jseaes.2009.08.007,"Ehya, F., Lotfi, M., and Rasa, I., 2010, Emarat carbonate-hosted Zn–Pb deposit, Markazi Province, Iran: A geological, mineralogical and isotopic (S, Pb) study, Journal of Asian Earth Sciences, 37(2), 186–94.",
Iran [ایران],Markazi Province [استان مرکزی],Shazand County [شهرستان شازند],Zagros Mountains,Emarat,,33.852455,49.61237,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,Malayer-Esfahan metallogenic province,Mississippi-Valley-Type,Pb; Zn; Ag,galena; sphalerite,GEF-5,Early Cretaceous,18.45,15.58,38.69,1.18421114958482,2.483312,0.054201,0.844444,2.097019,83.899,9.575,3.96,220.823,10.625,3.851,127.74,9.524,3.992,154.203,9.591,3.993,ICP-MS,2010,10.1016/j.jseaes.2009.08.007,"Ehya, F., Lotfi, M., and Rasa, I., 2010, Emarat carbonate-hosted Zn–Pb deposit, Markazi Province, Iran: A geological, mineralogical and isotopic (S, Pb) study, Journal of Asian Earth Sciences, 37(2), 186–94.",
Iran [ایران],Markazi Province [استان مرکزی],Shazand County [شهرستان شازند],Zagros Mountains,Emarat,,33.852455,49.61237,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,Malayer-Esfahan metallogenic province,Mississippi-Valley-Type,Pb; Zn; Ag,galena; sphalerite,GEF-6,Early Cretaceous,18.55,15.57,38.64,1.19139384740389,2.481696,0.053908,0.839353,2.083019,-15.952,9.512,3.863,162.379,10.656,3.848,30.183,9.466,3.896,69.177,9.562,3.914,ICP-MS,2010,10.1016/j.jseaes.2009.08.007,"Ehya, F., Lotfi, M., and Rasa, I., 2010, Emarat carbonate-hosted Zn–Pb deposit, Markazi Province, Iran: A geological, mineralogical and isotopic (S, Pb) study, Journal of Asian Earth Sciences, 37(2), 186–94.",
Iran [ایران],Zanjan Province [استان زنجان],Mahneshan County [شهرستان ماه نشان],Alborz-Azarbaijan,Senjedeh,,36.77147,47.70477,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,Vein-type,Pb; Zn; Ag,galena,(Sn),Tertiary,18.73,15.628,38.788,1.19849038151544,2.481955,0.05332,0.834383,2.070902,-26.023,9.724,3.845,53.963,10.714,3.842,11.143,9.656,3.876,11.967,9.658,3.893,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Hamadan Province [استان همدان],Malayer County [شهرستان ملایر],Arak-Kashan,Ahangaran,,34.332,48.7539,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,Massive Sulfide,Pb; Zn; Ag,galena,(Ah),Mesozoic,18.407,15.641,38.571,1.1768430244395,2.466019,0.054327,0.849731,2.095453,245.452,9.851,3.95,243.961,10.612,3.852,279.42,9.772,3.98,259.015,9.716,3.978,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Zanjan Province [استان زنجان],Mahneshan County [شهرستان ماه نشان],Zagros Mountains,Angouran,,36.62472,47.40556,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,Low temperature carbonate-hosted,Pb; Zn; Ag,galena,(An),Tertiary,18.919,15.702,38.911,1.2048787952176,2.478092,0.052857,0.829959,2.056715,-8.014,10.002,3.815,-61.301,10.776,3.836,18.093,9.905,3.845,,,,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Markazi Province [استان مرکزی],,Zagros Mountains,Babasheikh,,33.78152,50.15234,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,"Mississippi-Valley-Type (?), Exhalative (?)",Pb; Zn; Ag,galena,(Bb),Mesozoic,18.424,15.646,38.539,1.17755393785812,2.463185,0.054277,0.849218,2.091782,243.014,9.869,3.923,233.878,10.618,3.851,276.298,9.788,3.954,252.989,9.724,3.956,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Markazi Province [استان مرکزی],,Zagros Mountains,Chah Talkh,,33.80159,50.5388,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,"Mississippi-Valley-Type (?), Exhalative (?)",Pb; Zn; Ag,galena,(Ct),"Tertiary, Mesozoic",18.454,15.635,38.6,1.1803003156123,2.46882,0.054189,0.847242,2.091687,197.944,9.813,3.931,216.703,10.627,3.85,232.989,9.738,3.962,218.575,9.699,3.963,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Isfahan Province [استان اصفهان],Golpayegan County [شهرستان گلپایگان],Zagros Mountains,Doshkharat,,33.49329,50.37777,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,"Mississippi-Valley-Type (?), Exhalative (?)",Pb; Zn; Ag,galena,(Dk),Mesozoic,18.44,15.659,38.642,1.17759692505891,2.467718,0.05423,0.849187,2.0955530000000002,257.598,9.922,3.972,224.112,10.623,3.851,289.024,9.836,4.002,257.209,9.748,3.995,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Markazi Province [استان مرکزی],,Zagros Mountains,Dareh Noghreh,,33.84173,50.00742,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,"Mississippi-Valley-Type (?), Exhalative (?)",Pb; Zn; Ag,galena,(Dr),Mesozoic,18.398,15.64,38.488,1.17634326637587,2.46087,0.054354,0.850092,2.091967,250.116,9.849,3.911,249.241,10.61,3.852,284.201,9.77,3.942,264.171,9.715,3.946,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],East Azerbaijan Province [استان آذربایجان شرقی],Bostanabad County [شهرستان بستان آباد],Zagros Mountains,Ghebchagh,,37.61803,47.18949,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,Vein-type,Pb; Zn; Ag,galena,(Gb),Tertiary,18.867,15.634,38.901,1.20679230983668,2.488231,0.053003,0.828643,2.061854,-117.75,9.724,3.817,-28.193,10.759,3.838,-81.095,9.655,3.848,,,,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Zanjan Province [استان زنجان],Mahneshan County [شهرستان ماه نشان],Zagros Mountains,Iqalesi (Ay Qal'ehsi),,36.62946,47.41492,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,Vein-type,Pb; Zn; Ag,galena,(Iq),Tertiary,18.843,15.669,38.861,1.20256627643391,2.48012,0.05307,0.831555,2.062357,-22.155,9.876,3.825,-14.733,10.751,3.839,8.82,9.793,3.856,,,,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
